序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
181,imported,BB_PLATE_SQUEEZE_PRESS,杠铃片夹胸,杠铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
182,imported,HAMMER_BENCH_PRESS,悍马机卧推,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
183,imported,CLAP_PUSH_UP,鼓掌俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
184,imported,BAND_HIGH_FLY,弹力绳-高位飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
185,imported,BAND_LOW_FLY,弹力绳-低位飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
186,imported,BAND_CROSSOVER_FLY,弹力绳-十字飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
187,imported,BAND_PUSH_UP,弹力绳-阻力俯卧撑,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
188,imported,BAND_BENCH_PRESS,弹力绳-卧推,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
189,imported,SIDE_SINGLE_ARM_HAMMER_PRESS,侧身单边悍马机推胸,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
190,imported,SINGLE_ARM_HAMMER_PRESS,单边悍马机推胸,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
191,imported,NEUTRAL_GRIP_MACHINE_PRESS,对握式器械推胸,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
192,imported,UPRIGHT_MACHINE_CHEST_PRESS,直立器械推胸,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
193,imported,TOWER_FLAT_PRESS,塔式平板卧推,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
194,imported,TOWER_INCLINE_PRESS,塔式上斜卧推,自重,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
195,imported,HAMMER_LINKAGE_PRESS,悍马多连杆卧推,悍马机,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
196,imported,BAND_STANDING_HIGH_FLY,弹力带站姿高位飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
197,imported,SIDE_PUSH_UP,侧姿俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
198,imported,WALL_PUSH_UP_ADVANCED,墙式俯卧撑_进阶版,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
199,imported,ARCHER_PUSH_UP,射手俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
200,imported,SINGLE_ARM_ARCHER_PUSH_UP,单侧射手俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
201,imported,INCLINE_DB_NEUTRAL_PRESS,掌心向内上斜哑铃卧推,哑铃,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
202,imported,MACHINE_SINGLE_ARM_CHEST_PRESS,器械单臂胸推,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
203,imported,MACHINE_INCLINE_SINGLE_ARM_PRESS,器械上斜单臂胸部推举,器械,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
204,imported,DEEP_PUSH_UP,深度俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
205,imported,DB_BALL_FLY,健身球哑铃飞鸟,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
206,imported,INCLINE_DB_BALL_FLY,健身球上斜哑铃飞鸟,哑铃,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,,,,,,,
207,imported,DB_HAMMER_BENCH_PRESS,仰卧哑铃锤式卧推,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
208,imported,CLOSE_KNEELING_PUSH_UP,窄距跪姿俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
209,imported,DECLINE_DB_TWIST_FLY,哑铃下斜扭转飞鸟,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
210,imported,CABLE_DECLINE_FLY,绳索下斜飞鸟,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
211,imported,INCLINE_SHOULDER_TAP_PUSH_UP,上斜触肩俯卧撑,自重,胸,上胸,胸,胸大肌,上胸,胸 > 上胸,chest,,名称像肩部,,,,,,
212,imported,BENCH_PIKE_PUSH_UP,凳上派克式俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
213,imported,BB_LEVER_FLY,杠杆夹胸,杠铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
214,imported,KNEELING_PUSH_UP_CHILD_POSE,跪姿俯卧撑接婴儿式,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
215,imported,PUSH_UP_ADVANCED_EXTENSION,俯卧撑进阶推展_胸部训练,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
216,imported,DB_SQUEEZE_PRESS,哑铃挤压式卧推,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
217,imported,PIKE_TO_COBRA_PUSH_UP,派克转眼镜蛇俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
218,imported,SUSP_REVERSE_PUSH_UP,吊环反身俯卧撑,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
219,imported,SUSP_FLY,吊环夹胸,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
220,imported,SUSP_PUSH_UP_SIDE_PLANK,吊环俯卧撑转侧平板,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
221,imported,SUSP_DECLINE_PUSH_UP,吊环下斜俯卧撑,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
222,imported,DB_LOW_FLY,哑铃低位飞鸟,哑铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
223,imported,SUSP_REVERSE_FLY,吊环反向飞鸟,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
224,imported,MACHINE_REVERSE_FLY,蝴蝶机反向飞鸟,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
225,imported,BAND_BENT_OVER_REAR_FLY,弹力带-俯身后束飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,名称像肩部,,,,,,
226,imported,SUSP_REAR_DELT_FLY,TRX-后束飞鸟,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,名称像肩部,,,,,,
227,imported,V_PUSH_UP,V-俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
228,imported,CABLE_CROSS_REAR_FLY,绳索交叉后束飞鸟,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,名称像肩部,,,,,,
229,imported,BAND_BENT_REAR_DELT_FLY,弹力带俯身肩后束飞鸟,弹力带,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,名称像肩部,,,,,,
230,imported,MACHINE_SEATED_SINGLE_REAR_FLY,器械坐姿单臂后束飞鸟,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,名称像肩部,,,,,,
231,imported,SUSP_REVERSE_FLY_2,悬挂带反向飞鸟,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
232,imported,MACHINE_SEATED_REVERSE_FLY,器械坐姿反向飞鸟,器械,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
233,imported,CABLE_CROSS_REVERSE_FLY,绳索交叉反向飞鸟,绳索,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
234,imported,SUSP_FLY_2,吊环分臂飞鸟,悬挂,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
235,imported,CLOCK_PUSH_UP,时钟俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
236,imported,ELBOW_PUSH_UP,肘部俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
237,imported,SPIDERMAN_PUSH_UP,蜘蛛式爬行俯卧撑,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
238,imported,FLOOR_PUSH_UP_TWIST,贴地俯卧撑转体,自重,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
239,imported,BB_CHEST_EXPANSION,杆扩胸,杠铃,胸,中下胸,胸,胸大肌,中下胸,胸 > 中下胸,chest,,,,,,,,
240,imported,SINGLE_ARM_HAMMER_PULLDOWN,单手悍马机下拉,悍马机,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
241,imported,NEUTRAL_GRIP_PULL_UP,对握引体向上,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
242,imported,BB_SEAL_ROW,海豹杠铃划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
243,imported,LANDMINE_DEADLIFT,地雷杆硬拉,杠铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
244,imported,HAMMER_BENT_OVER_ROW,悍马俯身划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
245,imported,HAMMER_CHEST_SUPPORTED_ROW,支撑式悍马俯身划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
246,imported,SINGLE_ARM_HAMMER_SUPPORTED_ROW,单手支撑式悍马俯身划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
247,imported,MACHINE_TRACK_ROW,轨道划船器划船,器械,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
248,imported,LYING_ROTATIONAL_PULLOVER,仰卧旋转屈臂上拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
249,imported,CLOSE_PULLDOWN,窄距下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
250,imported,BB_REVERSE_ROW,反手杠铃划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
251,imported,BB_LANDMINE_ROW,地雷杆单手划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
252,imported,PENDLAY_ROW_BODYWEIGHT,潘德雷划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
253,imported,PARTIAL_DEADLIFT,半程硬拉,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
254,imported,HAMMER_ROW,悍马机划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
255,imported,MACHINE_PULLDOWN,器械下拉,器械,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
256,imported,SPLIT_HIGH_ROW,分动式高位划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
257,imported,BB_WIDE_SEATED_ROW,拉杆坐姿划船(宽握),杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
258,imported,BB_CLOSE_SEATED_ROW,拉杆坐姿划船(窄握),杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
259,imported,STANDING_ROTATION_ROW,站姿旋转划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
260,imported,DB_LYING_PULLOVER,平躺哑铃过头拉,哑铃,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
261,imported,BB_PRONE_ROW,俯卧杠铃划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
262,imported,DB_PRONE_HAMMER_ROW,俯卧哑铃划船（锤式）,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
263,imported,DB_PRONE_ROW,俯卧哑铃划船,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
264,imported,WIDE_T_BAR_ROW,T杆划船（宽）,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
265,imported,CLOSE_T_BAR_ROW,T杆划船（窄）,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
266,imported,REVERSE_GRIP_PULL_UP,反手引体向上,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
267,imported,V_BAR_PULLDOWN,V-bar下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
268,imported,WIDE_REVERSE_PULLDOWN,宽握反手下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
269,imported,AUSTRALIAN_PULL_UP,澳式引体,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
270,imported,SMITH_REVERSE_ROW,史密斯反手划船,史密斯,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
271,imported,EXPLOSIVE_PULL_UP,弹跳引体,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
272,imported,SINGLE_ARM_PULLDOWN,单手下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
273,imported,CABLE_STANDING_ROTATION_ROW,绳索站姿旋转划船,绳索,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
274,imported,DB_PRONE_REVERSE_ROW,俯卧反手哑铃划船,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
275,imported,HAMMER_PULLDOWN,悍马机正手下拉,悍马机,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
276,imported,V_BAR_ROW,V-bar划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
277,imported,TBAR_PRONE_ROW,俯卧T-bar划船,T杠,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
278,imported,SUSP_SEATED_PULLDOWN,TRX-坐姿下拉,悬挂,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
279,imported,SUSP_ROW,TRX-水平划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
280,imported,BAND_BENT_OVER_ROW,弹力绳-俯身划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
281,imported,BAND_SEATED_ROW,弹力绳-坐姿划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
282,imported,BAND_SINGLE_ARM_PULLDOWN,弹力绳-单手下拉,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
283,imported,BAND_SINGLE_ARM_ROW,弹力绳-单手划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
284,imported,BAND_REVERSE_GOOD_MORNING,弹力绳-反向早安,弹力带,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
285,imported,BAND_KNEELING_PULLDOWN,弹力绳-跪姿下拉,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
286,imported,BAND_STRAIGHT_ARM_PULLDOWN,弹力绳-直臂下拉,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
287,imported,BAND_SEATED_UPRIGHT_ROW,弹力绳-坐姿直立划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
288,imported,BAND_STANDING_UPRIGHT_ROW,弹力绳-站姿直立划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
289,imported,BAND_REVERSE_PULLDOWN,弹力绳-反手下拉,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
290,imported,BAND_LAT_PULLDOWN,弹力绳-高位下拉,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
291,imported,CABLE_SEATED_UPRIGHT_ROW,竖直坐姿绳索划船,绳索,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
292,imported,CABLE_SEATED_PULLDOWN,坐姿绳索双边下拉,绳索,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
293,imported,MACHINE_BACK_EXTENSION,坐姿器械背屈伸,器械,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
294,imported,HAMMER_SEATED_SINGLE_ARM_ROW,单手坐姿悍马机划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
295,imported,HAMMER_SINGLE_ARM_ROW,单手悍马机划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
296,imported,SINGLE_ARM_SCISSOR_ROW,单边大剪刀划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
297,imported,HAMMER_REVERSE_ROW,反握式悍马划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
298,imported,CLOSE_GRIP_PULLDOWN,窄握把手下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
299,imported,NEUTRAL_GRIP_PULLDOWN,对握高位下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
300,imported,MACHINE_PLATE_ROW,挂片器划船,器械,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
301,imported,CABLE_SINGLE_ARM_ROW,绳索单边俯身划船,绳索,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
302,imported,SEATED_ISOMETRIC_PULL_UP,坐姿等长引体,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
303,imported,BAND_KNEELING_ROW,跪姿弹力带划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
304,imported,KB_SINGLE_ARM_ROW,壶铃单臂划船,壶铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
305,imported,SUSP_REVERSE_ROW,悬带反握划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
306,imported,CABLE_SEATED_STRAIGHT_BACK_ROW,绳索直背坐姿划船,绳索,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
307,imported,BAND_SINGLE_ARM_TWIST_ROW,弹力带单臂扭转坐姿划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
308,imported,NEUTRAL_GRIP_PULL_UP_2,双杠架锤式握法引体向上,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
309,imported,INCLINE_PRONE_ROW,上斜俯卧划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
310,imported,SHOULDER_WIDTH_PULL_UP,肩宽握引体向上_中握距,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,名称像肩部,,,,,,
311,imported,MACHINE_HIGH_ROW,器械高位划船,器械,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
312,imported,BB_PRONE_REVERSE_ROW,俯卧杠铃反手划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
313,imported,DB_BENT_OVER_TWIST_ROW,哑铃掌心旋转俯身划船,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
314,imported,CABLE_STRAIGHT_ARM_PULLDOWN,绳索直臂下拉II,绳索,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
315,imported,BB_TBAR_ROW,T杆划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
316,imported,DB_REVERSE_ROW,哑铃反握划船,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
317,imported,CLOSE_OVERHAND_PULLDOWN,窄距正手下拉,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
318,imported,BB_REVERSE_TBAR_ROW,杠杆反向T杆划船,杠铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
319,imported,BAND_ASSISTED_PULL_UP,弹力带辅助引体向上,弹力带,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
320,imported,BENCH_ASSISTED_PULL_UP,凳上辅助引体向上,自重,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
321,imported,DB_PLANK_ROW,哑铃俯身划船_平板支撑式,哑铃,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
322,imported,SUSP_KNEE_ROW,吊环膝触划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
323,imported,SUSP_HIGH_ROW,吊环高位划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
324,imported,SUSP_PULL_UP,吊环引体向上,悬挂,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
325,imported,SUSP_WIDE_INVERTED_ROW,吊环宽握反身划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
326,imported,SUSP_CHIN_UP,反手吊环引体向上,悬挂,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
327,imported,SUSP_BENT_INVERTED_ROW,吊环屈膝反身划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
328,imported,CHAIR_INVERTED_ROW,椅子反身划船,自重,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
329,imported,BB_TRAP_BAR_DEADLIFT,六角杠硬拉,杠铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
330,imported,DEADLIFT_MACHINE,硬拉器硬拉,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
331,imported,KB_DEADLIFT,壶铃硬拉,壶铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
332,imported,HAMMER_SINGLE_ARM_BENT_ROW,单手开肘悍马俯身划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
333,imported,HAMMER_BENT_OVER_ROW_2,开肘悍马俯身划船,悍马机,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,,,,,,,
334,imported,BAND_STANDING_REAR_ROW,站姿弹力带后束划船,弹力带,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,名称像肩部,,,,,,
335,imported,SUSP_SINGLE_ARM_REAR_ROW,吊环单臂后束划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,名称像肩部,,,,,,
336,imported,SUSP_REAR_ROW,吊环后束划船,悬挂,背,中背,背,菱形肌,,背 > 菱形肌,rhomboids,,名称像肩部,,,,,,
337,imported,CABLE_HIGH_FRONT_PULLDOWN,绳索高位前拉,绳索,背,背阔,背,背阔肌,,背 > 背阔肌,lats,,,,,,,,
338,imported,DB_SINGLE_LEG_DEADLIFT,单腿哑铃硬拉,哑铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
339,imported,HORIZONTAL_BACK_EXTENSION,水平山羊挺身,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
340,imported,SMITH_GOOD_MORNING,史密斯机早安,史密斯,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
341,imported,SPLIT_DEADLIFT,分腿硬拉,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
342,imported,SINGLE_ARM_SPLIT_DEADLIFT,单手分腿硬拉,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
343,imported,BAND_GOOD_MORNING,弹力带早安,弹力带,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
344,imported,BAND_SINGLE_LEG_DEADLIFT,弹力带单腿硬拉,弹力带,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
345,imported,KB_SINGLE_LEG_DEADLIFT,单腿壶铃硬拉,壶铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
346,imported,PRONE_FLOOR_EXTENSION,俯卧地板挺身,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
347,imported,BB_REVERSE_HYPER,杠杆反向挺身_片式负重,杠铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
348,imported,BELT_GOOD_MORNING,腰带机早安,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
349,imported,BB_BELT_DEADLIFT_V_BAR,腰带机硬拉_V杆,杠铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
350,imported,BELT_DEADLIFT,腰带机硬拉,自重,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
351,imported,BB_SINGLE_LEG_DEADLIFT,杠铃单腿硬拉,杠铃,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
352,imported,BAND_SINGLE_LEG_DEADLIFT_KNEE,弹力带膝盖末端单腿硬拉,弹力带,背,下背,背,竖脊肌,,背 > 竖脊肌,lowerBack,,,,,,,,
353,imported,HAMMER_LATERAL_RAISE,悍马机侧平举,悍马机,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
354,imported,MACHINE_HANDLE_LATERAL_RAISE,器械把手侧平举,器械,肩,中束,肩,三角肌,中束,肩 > 中束,deltSide,,,,,,,,
355,imported,HAMMER_REAR_DELT_RAISE,悍马机半俯身侧平举,悍马机,肩,后束,肩,三角肌,后束,肩 > 后束,deltRear,,,,,,,,
356,imported,INCLINE_DB_HAMMER_PRESS,上斜哑铃锤式推举,哑铃,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
357,imported,SCAPULAR_FLEXION,肩胛屈伸,自重,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
358,imported,DB_OVERHEAD_PRESS,哑铃推肩,哑铃,肩,前束,肩,三角肌,前束,肩 > 前束,deltFront,,,,,,,,
